date,name,station_status,remote_id,station_bytes,mirror_bytes,in_mirror,size_match,verdict
2026-07-23,20260723T040122.mp4,FAILED,,9318164,,False,False,UPLOAD
2026-07-23,20260723T033129.mp4,FAILED,,9312173,,False,False,UPLOAD
2026-07-23,20260723T030126.mp4,FAILED,,9881296,,False,False,UPLOAD
2026-07-23,20260723T023122.mp4,FAILED,,9305484,,False,False,UPLOAD
2026-07-23,20260723T020130.mp4,FAILED,,9382133,,False,False,UPLOAD
2026-07-23,20260723T013123.mp4,FAILED,,9304572,,False,False,UPLOAD
2026-07-23,20260723T010124.mp4,FAILED,,10189705,,False,False,UPLOAD
2026-07-23,20260723T003123.mp4,FAILED,,9505491,,False,False,UPLOAD
2026-07-23,20260723T000121.mp4,FAILED,,9309351,,False,False,UPLOAD
2026-07-22,20260722T233128.mp4,FAILED,,10078913,,False,False,UPLOAD
2026-07-22,20260722T230130.mp4,FAILED,,10066533,,False,False,UPLOAD
2026-07-22,20260722T223130.mp4,FAILED,,9963289,,False,False,UPLOAD
2026-07-22,20260722T220122.mp4,FAILED,,9280614,,False,False,UPLOAD
2026-07-22,20260722T213124.mp4,FAILED,,9639890,,False,False,UPLOAD
2026-07-22,20260722T210125.mp4,FAILED,,9478622,,False,False,UPLOAD
2026-07-22,20260722T203130.mp4,FAILED,,9778535,,False,False,UPLOAD
2026-07-22,20260722T200128.mp4,FAILED,,9890651,,False,False,UPLOAD
2026-07-22,20260722T193123.mp4,SYNCED,3349,9281943,9281943,True,True,RECLAIM
2026-07-22,20260722T190126.mp4,SYNCED,3348,9807343,9807343,True,True,RECLAIM
2026-07-22,20260722T183124.mp4,SYNCED,3347,9344051,9344051,True,True,RECLAIM
2026-07-22,20260722T180131.mp4,SYNCED,3346,9421399,9421399,True,True,RECLAIM
2026-07-22,20260722T173124.mp4,SYNCED,3345,9977085,9977085,True,True,RECLAIM
2026-07-22,20260722T170128.mp4,SYNCED,3344,9285227,9285227,True,True,RECLAIM
2026-07-22,20260722T163125.mp4,FAILED,,9934350,,False,False,UPLOAD
2026-07-22,20260722T160126.mp4,SYNCED,3343,9280589,9280589,True,True,RECLAIM
2026-07-22,20260722T153125.mp4,SYNCED,3342,9804518,9804518,True,True,RECLAIM
2026-07-22,20260722T150132.mp4,SYNCED,3341,10005763,10005763,True,True,RECLAIM
2026-07-22,20260722T143125.mp4,SYNCED,3340,9854579,9854579,True,True,RECLAIM
2026-07-22,20260722T140131.mp4,SYNCED,3339,9703002,9703002,True,True,RECLAIM
2026-07-22,20260722T133131.mp4,SYNCED,3338,9281342,9281342,True,True,RECLAIM
2026-07-22,20260722T130123.mp4,SYNCED,3337,9283683,9283683,True,True,RECLAIM
2026-07-22,20260722T123131.mp4,SYNCED,3336,9984927,9984927,True,True,RECLAIM
2026-07-22,20260722T120124.mp4,SYNCED,3335,9357518,9357518,True,True,RECLAIM
2026-07-22,20260722T113133.mp4,SYNCED,3334,9906126,9906126,True,True,RECLAIM
2026-07-22,20260722T110133.mp4,SYNCED,3333,10050646,10050646,True,True,RECLAIM
2026-07-22,20260722T103134.mp4,SYNCED,3332,9394145,9394145,True,True,RECLAIM
2026-07-22,20260722T100124.mp4,SYNCED,3331,9305653,9305653,True,True,RECLAIM
2026-07-22,20260722T093128.mp4,SYNCED,3330,9344393,9344393,True,True,RECLAIM
2026-07-22,20260722T090123.mp4,SYNCED,3329,9414922,9414922,True,True,RECLAIM
2026-07-22,20260722T083132.mp4,SYNCED,3328,9502966,9502966,True,True,RECLAIM
